text,label
part dont initiate dont understand,0
finished lunch already U wake already,0
still game,0
got tallent wasting,0
record one night,0
Also sir sent email log usc payment portal Ill send another message explain things back home great weekend,0
gonna let know cos comes bak holiday day coming Dont4get2text number,0
Jokin lar depends phone father get lor,0
Aight lemme know whats,0
Get ready ltgt inches pleasure,0
Rajipls favour Pls convey Birthday wishes Nimya Pls Today birthday,0
ok feel like john lennon,0
Cos darren say ü considering mah ask ü,0
bothering trust answers Pls,0
Wishing family Merry X mas HAPPY NEW Year advance,0
One day crab running sea shoreThe waves came n cleared footprints crab Crab asked frnd r u clearing beautiful footprints Waves replied fox following ur footprints catch thats cleared frndsship never lets u dwn GUD nyt,0
Aight time want come,0
Slaaaaave Must summon time Dont wish come anymore,0
bill 3 £3365 thats bad,0
Let know changes next 6hrs even appendix age range However impossible chill let know 6hrs,0
Hello yeah ive got bath need hair ill come im done yeah,0
hows weather,0
Ok much though HM Friday cant wait Dunno wot hell im gonna another 3 weeks Become slob oh wait already done,0
Die e toot fringe,0
Lol dont know awesome phone could click delete right want,0
Ok,0
Awesome question cute answer Someone asked boy ur life smiled amp answered fine Gudnite,0
Please leave topicsorry telling,0
Pls send correct name da,0
happened yo date,0
EASTENDERS TV Quiz FLOWER DOT compare VIOLET E TULIP F LILY txt E F 84025 4 chance 2 WIN £100 Cash WKENT150P16,1
Webpage available,0
woke Yeesh late didnt fall asleep til ltgt,0
unsubscribed services Get tons sexy babes hunks straight phone go httpgotbabescouk subscriptions,1
Dear know ltgt th ltgt th birthday loving Gopalettan planning give small gift day like participate welcome Please contact admin team details,0
Kkfrom tomorrow onwards started ah,0
u talking bout early morning almost noon,0
Fine remember,0
Hi babe Jordan r u Im home abroad lonely text back u wanna chat xxSP visionsmscom Text stop stopCost 150p 08712400603,1
Ok many buy,0
Sounds good keep posted,0
Get brand new mobile phone agent Mob Plus loads goodies info text MAT 87021,1
Ok april Cant wait,0
Boy best get yo ass quick,0
Ay wana meet satü wkg sat,0
Im wait till 2 bus pick,0
Apart one told yesterday,0
Ok lor buy wat,0
Somebody go andros steal ice,0
know didt msg recently,0
Take us shopping Mark distract IsaiahD,0
Mum hope great day Hoping text meets well full life great day Abiola,0
sense foot penis,0
Okay thought expert,0
deep sigh miss really surprised havent gone net cafe yet get Dont miss,0
Ssi thinl role like sachinjust standing Others hit,0
great trip India bring light everyone project everyone lucky see smile Bye Abiola,0
importantly discuss u,0
Kkhow training process,0
Ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat,0
da car park,0
wish Holding tightly Making see important much mean much need life,0
asked hows anthony Dad bf,0
Wnevr wana fal luv vth books bed fals luv vth Yen madodu nav pretsorginta nammanna pretsovru important alwa Gud eveB,0
Todaysundaysunday holidayso work,0
going take bath ill place key window,0
LORD RINGSRETURN KING store NOWREPLY LOTR 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate Reply STOP end txts,1
Dear take care reaching homelove u lot,0
staffsciencenusedusgphyhcmkteachingpc1323,0
emigrated something Ok maybe 530 bit hopeful,0
Olol printed forum post guy exact prob fixed gpu replacement Hopefully dont ignore,0
walked moms Right stagwood pass right winterstone left victors hill Address ltgt,0
Yo jp hungry like mofo,0
creepy crazy,0
Ok din get ur msg,0
Tessypls favor Pls convey birthday wishes Nimyapls dnt forget Today birthday Shijas,0
Pathaya enketa maraikara pa,0
Even friend priest call,0
U lousy run already come back half dead Hee,0
Thats said bad dat e gals know u Wat u,0
remind hrs,0
hoping would send message rent due dont enough reserves completely gone loan need hoping could balance ltgt way could get till mid march hope pay back,0
Hi Happy New Year dont mean intrude pls let know much tuition paid last semester much semester Thanks,0
Hello hun ru way Im good 2 dates guy met walkabout far meet soon Hows everyone else,0
Lol gonna last month cashed left ltgt case collecting week cause announced blog,0
Good Luck Draw takes place 28th Feb 06 Good Luck removal send STOP 87239 customer services 08708034412,1
Short Cute good person dont try prove Gud mrng,0
havent decided yet eh,0
Wat time liao still got,0
Yes watching footie worried going blow Phil Neville,0
wait 4 ü inside da car park,0
Uncle Abbey Happy New Year Abiola,0
free call pa,0
R u saying order slippers cos pay returning,0
Stop knowing well,0
Good evening roger,0
Small problem auctionpunj asking tiwary,0
Free entry 2 weekly comp chance win ipod Txt POD 80182 get entry std txt rate TCs apply 08452810073 details 18,1
telling tell one treat hi hi hi,0
uncles Atlanta Wish guys great semester,0
1st wk FREE Gr8 tones str8 2 u wk Txt NOKIA 8007 Classic Nokia tones HIT 8007 Polys Nokia150p Poly200p 16,1
U coming 2 pick,0
Thats cool liked photos sexy,0
would u fuckin believe didnt know thurs pre booked cancelled needs b sacked,0
Haha better late ever way could swing,0
Ok finish 6,0
LookAtMe Thanks purchase video clip LookAtMe youve charged 35p Think better send video MMSto 32323,1
Ive barred B Q stores lifeThis twat orange dungerees came asked wanted decking got first punch,0
messages food,0
Ok going sleep Hope meet,0
Wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,0
let know details fri u find cos Im tom fri mentionned chinese Thanks,0
Youre right think,0
Wat r u,0
ur lecture,0
sexy sexy cum text im wet warm ready porn u fun MSG FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,1
Customer place call,0
planned yet going join company jan 5 onlydon know happen,0
Boy love u Grl Hogolo Boy gold chain kodstini Grl Agalla Boy necklace madstini Grl agalla Boy Hogli 1 mutai eerulli kodthini Grl love U kano,0
Haha heard text youre around,0
Ill get tomorrow send,0
SHIT BABE THASA BIT MESSED UPYEH SHUDVETOLD U URGRAN KNOWNEWAY ILLSPEAK 2 U2MORO WEN IM ASLEEP,0
Oh thats late Well good night give u call tomorrow Iam going go sleep night night,0
CHEERS U TEX MECAUSE U WEREBORED YEAH OKDEN HUNNY R UIN WK SATSOUNDS LIKEYOUR HAVIN GR8FUN J KEEP UPDAT COUNTINLOTS LOVEME XXXXX,0
Sorry meeting Ill call later,0
Yo Howz u girls never rang india L,0
Yeah worse,0
Hard LIVE 121 chat 60pmin Choose girl connect LIVE Call 09094646899 Cheap Chat UKs biggest live service VU BCM1896WC1N3XX,1
tagged friends seemed count friends,0
heard U4 Call 4 rude chat private line 01223585334 cum Wan 2C pics gettin shagged text PIX 8552 2End send STOP 8552 SAM xxx,1
Ok,0
Long time remember today,0
Havent shopping lor juz arrive,0
Thank u BETTER WORK CAUSE FEEL USED OTHERWISE,0
challenge know,0
much ur hdd casing cost,0
Mystery solved opened email hes sent another batch Isnt sweetie,0
cant describe lucky Im actually awake noon,0
2nd time tried contact u U £1450 prize claim call 09053750005 b4 310303 TCsstop SMS 08718725756 140ppm,1
TODAY Sorry day ever angry ever misbehaved hurt plz plz SLAP URSELF Bcoz ur fault Im basically GOOD,0
Cheers card time year already,0
HOT LIVE FANTASIES call 08707509020 20p per min NTT Ltd PO Box 1327 Croydon CR9 5WB 0870k,1
people see msgs think Iam addicted msging wrong Bcoz dont know Iam addicted sweet Friends BSLVYL,0
Ugh hopefully asus ppl dont randomly reformat,0
Havent seen facebook huh Lol,0
Mah b Ill pick tomorrow,0
Still otside leu come 2morrow maga,0
u still plumbers tape wrench could borrow,0
Dear Voucher Holder claim weeks offer PC please go httpwwwetlpcoukreward TsCs apply,1
vl bcum difficult,0
UR GOING 2 BAHAMAS CallFREEFONE 08081560665 speak live operator claim either Bahamas cruise of£2000 CASH 18only opt txt X 07786200117,1
Havent still waitin usual Ü come back sch oredi,0
meeting da call,0
K k watch films,0
cinema plus drink appeal tomo fr thriller director like mac 830,0
size elephant tablets u shove um ur ass,0
many people seems special first sight remain special till last sight Maintain till life ends take cr da,0
Parents Kidz Friends n Colleagues screaming SURPRISE waiting sofa NAKED,0
Dunno juz askin cos got card got 20 4 salon called hair sense tot da one ü cut ur hair,0
Good morning pookie pie Lol hope didnt wake u,0
MAYBE WOKE FUCKING 3 WOULDNT PROBLEM,0
Happy birthday youdearwith lots loverakhesh NRI,0
Howz persons story,0
2nd time tried 2 contact u U 750 Pound prize 2 claim easy call 08712101358 10p per min BTnationalrate,1
X2 ltgt going get,0
Hi neva worry bout da truth coz truth lead 2 ur heart Its least unique person like u deserve Sleep tight morning,0
UR awarded City Break could WIN £200 Summer Shopping spree every WK Txt STORE 88039SkilGmeTsCs087147403231WinawkAge16£150perWKsub,1
ur paper today e morn aft,0
lick every drop ready use mouth well,0
expect whenever text Hope goes well tomo,0
Great P diddy neighbor comes toothpaste every morning,0
av new number Wil u use oneta,0
poking man everyday teach canada abi saying hi,0
7 lor Change 2 suntec Wat time u coming,0
deam seeing online shop asked,0
curious cuz asked,0
Nicenicehow working,0
Okay lor Wah like def wont let us go Haha say terms conditions,0
Haha Yup hopefully lose kg mon hip hop go orchard weigh,0
Shes good r u working,0
Oh yes Ive little weather ive kind coccooning home,0
home also,0
phone weirdest auto correct,0
Oops phone died didnt even know Yeah like better,0
Havent mus ask u 1st wat meet 4 lunch den u n meet already lor u wan 2 go ask da ge 1st confirm w asap,0
said u mind go bedroom minute OK sed sexy mood came 5 minuts latr wid caken Wife,0
OH YEAHAND HAV GREAT TIME NEWQUAYSEND POSTCARD 1 LOOK GIRLS IM GONEU KNOW 1IM TALKIN BOUTxx,0
got divorce Lol Shes,0
Whats ur pin,0
Babe got enough money pick bread milk Ill give back get home,0
want snow freezing windy,0
URGENT trying contact U Todays draw shows £2000 prize GUARANTEED Call 09066358361 land line Claim Y87 Valid 12hrs,1
Come mahal bus stop ltDECIMALgt,0
knowthis week im going tirunelvai da,0
baby promise treat well bet take good care,0
like hotel dusk game think solve puzzles area thing,0
Thanks ringtone order reference number X29 mobile charged 450 tone arrive please call customer services 09065989180,1
Hi love goes day Fuck morning woke dropped cell way stairs seems alright phews miss,0
Well must pain catch,0
Sorry da thangamits mistake,0
need Coz never go,0
Rose redred bloodblood heartheart u u Send tis ur friends Including u like u get back 1u r poor relation 2u need 1 support 3u r frnd 2 many 4some1 luvs u 5 some1 praying god marry u try,0
Wifehow knew time murder exactly,0
SIX chances win CASH 100 20000 pounds txt CSH11 send 87575 Cost 150pday 6days 16 TsandCs apply Reply HL 4 info,1
Ur cashbalance currently 500 pounds maximize ur cashin send COLLECT 83600 150pmsg CC 08718720201 PO BOX 11414 TCRW1,1
feel like dick keep sleeping texts facebook messages Sup town,0
plm come da way,0
Guess wants alone time could show watch,0
Height recycling Read twice People spend time earning money money spent spending time Good morning keep smiling,0
Yup ü comin,0
Yes princess Toledo,0
Aight text youre back mu Ill swing need somebody get door,0
Ron say fri leh N said ding tai feng cant make reservations said wait lor,0
Good swimsuit allowed,0
okay soon best,0
cute thought friendship necessary share every secret ur close Frnd watever u shared true,0
Ok ive sent u da latest version da project,0
Good Morning Dear great amp successful day,0
Pls accept one day begging change number,0
Squeeeeeze christmas hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucky None People hate u,0
ok anybody asks abt u tel themP,0
Funny fact Nobody teaches volcanoes 2 erupt tsunamis 2 arise hurricanes 2 sway aroundn 1 teaches hw 2 choose wife Natural disasters happens,0
gonna ring weekend wot,0
Also track lighters find,0
Sorry cant help,0
Babe need advice,0
I‘ll leave around four ok,0
Come medical college 7pm forward da,0
Kkits goodwhen going,0
make lasagna vodka,0
HI KATE U GIVE RING ASAP XXX,0
people tour thought sofa thing sent curious sugar,0
told going got drunk,0
fucking chickened messaged would late woould buzz didnt hear word,0
Congratulations Thanks good friend U £2000 Xmas prize 2 claim easy call 08718726978 10p per minute BTnationalrate,1
Im always looking excuse city,0
Yup im still coffee wif frens fren drove shell give lift,0
shore takin bus,0
u gonna get deus ex,0
send email mind ltgt times per night,0
44 7732584351 want New Nokia 3510i colour phone DeliveredTomorrow 300 free minutes mobile 100 free texts Free Camcorder reply call 08000930705,1
tap spile seven pub gas st broad st canal Ok,0
Ok come n pick u engin,0
never wanted tell im short onedge late,0
Raviyog Peripherals bhayandar east,0
K actually guys meet sunoco howard right way,0
1 new voicemail Please call 08719181513,1
MOON come color dreams STARS make musical SMS give warm Peaceful Sleep Good Night,0
finished eating Got u plate leftovers time,0
Thanx lot,0
Hurry home u big butt Hang last caller u Food done Im starving Dont ask cooked,0
Lol right diet Everyday cheat anyway Im meant fatty,0
great day beautiful one,0
happened interview,0
Solve Case Man Found Murdered ltDECIMALgt ltgt AfterNoon 1His wife called Police 2Police questioned everyone 3Wife SirI sleeping murder took place 4Cook cooking 5Gardener picking vegetables 6HouseMaid went 2 post office 7Children went 2 play 8Neighbour went 2 marriage Police arrested murderer Immediately Whos Reply Reason U r Brilliant,0
Badrith chennaii surely pick usno competition,0
tot group mate Lucky havent reply Wat time ü need leave,0
Hey around Ive got enough half ten owe,0
Hey tmr maybe meet yck,0
ALRITE SAM NIC CHECKIN UR NUMBERSO ITTB,0
making easy pay back ltgt yrs say pay back earlier get,0
worry Im sure youll get,0
gas station like block away house youll drive right since armenia ends swann take howard,0
Someone U know asked dating service 2 contact Cant Guess CALL 09058097189 revealed POBox 6 LS15HB 150p,1
Camera awarded SiPix Digital Camera call 09061221066 fromm landline Delivery within 28 days,1
tuition 330 Hm go 1120 1205 one mind,0
Im smoking people use wylie smokes much justify ruining shit,0
Dear good morning feeling dear,0
little Meds say take every 8 hours 5 pain back took another Hope dont die,0
Beautiful tomorrow never comes comes already TODAY hunt beautiful tomorrow dont waste wonderful TODAY GOODMORNING,0
Dunno lei ü decide lor abt leona Oops tot ben going n msg,0
Hi moved in2 pub Would great 2 c u u cud come,0
Todays Voda numbers ending 5226 selected receive 350 award hava match please call 08712300220 quoting claim code 1131 standard rates app,1
message free Welcome new improved Sex Dogging club unsubscribe service reply STOP msgs150p 18,1
Honeybee Said Im Sweetest World God Laughed amp Said WaitU Havnt Met Person Reading Msg MORAL Even GOD Crack Jokes GMGNGEGN,0
ever easier,0
RCT THNQ Adrian U text Rgds Vatian,1
Stop calling everyone saying might cancer throat hurts talk cant answering everyones calls get one call Im babysitting Monday,0
Itll tough Ill,0
IM GONNAMISSU MUCHI WOULD SAY IL SEND U POSTCARD BUTTHERES ABOUTAS MUCH CHANCE MEREMEMBERIN ASTHERE OFSI BREAKIN CONTRACT LUV Yaxx,0
Ee msg na poortiyagi odalebeku Hanumanji 7 name 1Hanuman 2Bajarangabali 3Maruti 4Pavanaputra 5Sankatmochan 6Ramaduth 7Mahaveer ee 7 name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri Maretare inde 1 dodda problum nalli siguviri idu matra ltgt true Dont neglet,0
HI DARLIN FINISH 3 U 1 2 PICK MEET TEXT BACK NUMBER LUV KATE XXX,0
Set place heart mind mind easily forgets heart always remember Wish Happy Valentines Day,0
im surprised still guess right lor,0
Okie ü wan meet bishan Cos bishan Im driving today,0
Oh ho first time u use type words,0
HI DARLIN WORK U GET TROUBLE IJUST TALKED MUM MORNING REALLY GOOD TIME LAST NIGHT IM GOIN SOON CALL U,0
know serving mean,0
Huh Hyde park mel ah opps got confused Anyway tts e best choice den juz take,0
Oh gei happend tron Maybe ill dl 3d,0
FREE MESSAGE Activate 500 FREE Text Messages replying message word FREE terms conditions visit www07781482378com,1
know girls always safe selfish know got pa Thank good night,0
worries hope photo shoot went well spiffing fun workage,0
Im freezing craving ice Fml,0
Kay Since already,0
Eh sorry leh din c ur msg sad already lar watching tv U still office,0
Yo im right yo work,0
Ok darlin supose ok worry muchi film stuff mate babysit call therexx,0
said u mind go bedroom minute OK sed sexy mood came 5 minuts latr wid caken Wife,0
wake since checked stuff saw true available spaces Pls call embassy send mail,0
Nope Juz work,0
Huh fast Dat means u havent finished painting,0
number u live 11,0
put party 7 days week study lightly think need draw custom checkboxes know hardcore,0
Sac score big hundredhe set batsman,0
Send yettys number pls,0
much cost approx Per month,0
Ok theory test ü going book think 21 may Coz thought wanna go jiayin isnt free,0
contacted dating service someone know find call land line 09050000928 PoBox45W2TG150P,1
Thats fine give call knows wants questions,0
Sorry got late start way,0
u go back urself lor,0
GAS STATION GO,0
K u bored come home,0
Babe LOVE covers face kisses,0
Like made throw smoking friends car one time awesome,0
Still checked da,0
go walmart Ill stay,0
havent forgotten might couple bucks send tomorrow k love ya,0
Oh great Ill disturb talk,0
Reverse cheating mathematics,0
Ure welcome Caught u using broken english,0
problem baby good time talk called left message,0
Sorry Ill call later,0
Oh brand,0
Sorry cant take call right happens r 2waxsto wat want come ill get medical insurance shell able deliver basic care Im currently shopping right medical insurance give til friday morning Thats ill see major person guide right insurance,0
time coming,0
Call say coming today ok tell fool like ok,0
emailed yifeng part oredi ü get fr,0
R u sure theyll understand Wine good idea slurp,0
Minimum walk 3miles day,0
Ok problem get taxi C ing tomorrow tuesday tuesday think r going cinema,0
Brainless Baby DollD vehicle sariyag drive madoke barolla,0
dont run away frm u walk slowly amp kills u dont care enough stop,0
Sorry missed call lets talk time Im 07090201529,1
Please attend phone,0
hate call didnt accept even single call mine even messaged,0
messages phone Im holding,0
Im free,0
Yo trip got postponed still stocked,0
Sorry Ill call later,0
waiting call sir,0
Hey reply pa,0
Hey elaine todays meeting still,0
Sorry ive gone place Ill tomorrow Really sorry,0
tiime dont let hug dont break tears,0
Tomorrow going theatre come wherever u call Tell come tomorrow,0
electricity went fml,0
Looks like found something smoke great job,0
Also andros ice etc etc,0
,0
Good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea,0
Yup Wun believe wat U really neva c e msg sent shuhui,0
Hows watch resizing,0
Dear umma called,0
finished Missing plenty,0
complimentary 4 STAR Ibiza Holiday £10000 cash needs URGENT collection 09066364349 Landline lose Box434SK38WP150PPM18,1
Well meant opposed drunken night,0
K Must book huh going yoga basic sunday,0
FREE MSGWe billed mobile number mistake shortcode 83332Please call 08081263000 charges refundedThis call free BT landline,1
Ok,0
Oops mums somerset Bit far Back tomo see soon x,0
u workin overtime nigpun,0
kallis dismissial 2nd test,0
Guess got screwd,0
Please CALL 08712402972 immediately urgent message waiting,1
Im meeting call later,0
r u cooking dinner,0
Ok thanx,0
Bull plan go floating IKEA without care world live mess another day,0
buy,0
URGENT Mobile number awarded £2000 Bonus Caller Prize Call 09058095201 land line Valid 12hrs,1
Heehee funny tho,0
simple arithmetic percentages,0
Yeah wouldnt leave hour least hows 4 sound,0
valued customer pleased advise following recent review Mob awarded £1500 Bonus Prize call 09066364589,1
Thanks honey great day,0
Amazing Quote Sometimes life difficult decide whats wrong lie brings smile truth brings tear,0
Good night dear SleepwellampTake care,0
ü ask dad pick ü lar Ü wan 2 stay 6 meh,0
Jus chillaxin,0
HEY DAS COOL IKNOW 2 WELLDA PERIL STUDENTFINANCIAL CRISISSPK 2 U L8R,0
Beautiful Truth Gravity Read carefully heart feels light someone feels heavy someone leaves GOODMORNING,0
want New Nokia 3510i colour phone DeliveredTomorrow 300 free minutes mobile 100 free texts Free Camcorder reply call 08000930705,1
Whats coming hill monster Hope great day Things r going fine busy though,0
Joys father John John Joys father u ans ths hav ltgt IQ Tis IAS question try answer,0
ill obey,0
didnt search online let know,0
need go get,0
pic Please resend,0
remains bro amongst bros,0
Uhhhhrmm isnt tb test bad youre sick,0
haf enuff space got like 4 mb,0
LIFE never much fun great came made truly special wont forget enjoy one gbpsms,1
want new Video phone 600 anytime network mins 400 Inclusive Video calls downloads 5 per week Free delTOMORROW call 08002888812 reply,1
valued customer pleased advise following recent review Mob awarded £1500 Bonus Prize call 09066368470,1
Welcome Please reply AGE GENDER begin eg 24M,1
Freemsg 1month unlimited free calls Activate SmartCall Txt CALL 68866 Subscriptn3gbpwk unlimited calls Help 08448714184 Stoptxt stop landlineonly,1
mobile 10 mths Update latest Orange cameravideo phones FREE Save £s Free textsweekend calls Text YES callback orno opt,1
new 2 club dont fink met yet B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1minMobsmore LKPOBOX177HP51FL,1
True easier,0
Sure since parents working Tuesday dont really need cover story,0
Haha okay Today weekend leh,0
Hi darlin youPhone Im atHome youwanna chat,0
dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga,0
Youve always brainy one,0
Yeah get random dude need change info sheets PARTY ltgt 7 NEVER STUDY safe,0
Camera awarded SiPix Digital Camera call 09061221066 fromm landline Delivery within 28 days,1
Christmas occasion Celebrated Reflection UR Values Desires Affectionsamp Traditions ideal Christmas,0
Sending greetings joy happiness gr8 evening,0
Hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free Katexxx,0
india win level series means record,0
plan,0
good hear,0
awesome deal gate Charles told last night uh yeah,0
time thinkin goin,0
Get FREE mobile video player FREE movie collect text GO 89105 free Extra films ordered ts cs apply 18 yrs,1
Save money wedding lingerie wwwbridalpetticoatdreamscouk Choose superb selection national delivery Brought WeddingFriend,1
board working fine issue overheating also reslove still software inst pending come around 8o clock,0
Yes dont care cause know,0
wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine KUDIyarasu dhina vaazhthukkal,0
Mon okie lor Haha best cheap n gd food la ex oso okie Depends whether wana eat western chinese food Den u prefer,0
Sitting ard nothing lor U leh busy w work,0
ltgt k oh send home sale,0
Sorry mail,0
Ya telling abt tht incident,0
Yes outside like 2 hours called whole family wake cause started 1,0
Ugh got outta class,0
Nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious Wotz Ur Opinion Junna,0
dont file bagi work called mei tell find anything room,0
need lar Jus testing e phone card Dunno network gd thk waiting 4 sis 2 finish bathing bathe Dun disturb u liao u cleaning ur room,0
Ok Ill right later,0
Friendship poem Dear Dear U R Near Hear Dont Get Fear Live Cheer Tear U R Always Dear Gud ni8,0
lunch come quickly open door,0
heard U4 Call night knickers Make beg like U last time 01223585236 XX Luv Nikiyu4net,1
back Bit long cos accident a30 divert via wadebridgeI brilliant weekend thanks Speak soon Lots love,0
K yan jiu liao Sat go 4 bugis vill one frm 10 3 den hop parco 4 nb Sun go cine frm 1030 2 den hop orc mrt 4 hip hop 4,0
Bloomberg Message center 447797706009 wait Apply future httpcareers bloombergcom,1
seeking lady street freak sheets,0
phone,0
Haha figures well found piece priscillas bowl,0
Actually fuck whatever find excuse tampa point january though,0
URGENT trying contact U Todays draw shows £800 prize GUARANTEED Call 09050001808 land line Claim M95 Valid12hrs,1
yay finally lol missed cinema trip last week,0
day working dayexcept saturday sunday,0
aathiwhere dear,0
Heart empty without love Mind empty without wisdom Eyes r empty without dreams amp Life empty without frnds Alwys Touch Good night amp sweet dreams,0
think I‘m waiting bus Inform get ever get,0
getting back time soon,0
hows things quick question,0
Night ended another day morning come special way May smile like sunny rays leaves worries blue blue bay Gud mrng,0
probably come everybodys done around ltgt right,0
got new year cos yetunde said wanted surprise didnt see money returned mid january ltgt day return period ended,0
ask around theres lot terms mids,0
sure check yahoo email sent photos yesterday,0
looking,0
Wherres boytoy,0
want NEW video phone750 anytime network mins 150 text five pounds per week call 08000776320 reply delivery tomorrow,1
Hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss,0
Tell bad character u Dnt lik Ill try change ltgt add tat 2 new year resolution Waiting ur replyBe frankgood morning,0
Noi got rumour going buy apartment chennai,0
Yeah probably earlier,0
Change windows logoff sound,0
Still checked da,0
Im also came room,0
Huh got lesson 4 lei n thinkin going sch earlier n tot parkin kent vale,0
Ok,0
reach office around ltDECIMALgt amp mobile problem cannt get voice call asa ill free,0
Cool text head,0
contacted dating service someone know find call land line 09050000878 PoBox45W2TG150P,1
Wan2 win MeetGreet Westlife 4 U m8 currently tour 1Unbreakable 2Untamed 3Unkempt Text 12 3 83049 Cost 50p std text,1
Happy birthday May u find ur prince charming soon n dun work hard,0
Oh grand bit party doesnt mention cover charge probably first come first served,0
said went back bed cant sleep anything,0
hope arnt pissed id would really like see tomorrow Love xxxxxxxxxxxxxX,0
Dorothykiefercom Bank Granite issues StrongBuy EXPLOSIVE PICK MEMBERS 300 Nasdaq Symbol CDGT 500 per,1
says ltgt year old man money Im last ltgt Still waiting check,0
come ur home,0
Free day finish 6 mon n thurs,0
food,0
life alle moneeppolum oru pole allalo,0
Nite,0
Two fundamentals cool life Walk like KING Walk like Dont carewhoever KING Gud nyt,0
Camera quite good 101mega pixels 3optical 5digital dooms lovely holiday safe hope hav good journey Happy new year See couple weeks,0
Hi Peteynoim ok wanted 2 chat coz avent spoken 2 u 4 long timehope ur doin alritehave good nit js love ya amx,0
saw ron burgundy captaining party boat yeah,0
Im serious money base,0
Already one guy loving,0
Staff placement training Amrita college,0
always chat fact need money raise,0
Im job profile seems like bpo,0
Well give cos said didn‘t one nighters persevered found one cheap apologise advance somewhere sleep isnt,0
think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc,0
willing go apps class,0
Hanging brother family,0
reach 9 telling dont know,0
Hey going quit soon Xuhui working till end month,0
Im sorry bout last nite wasnt ur fault spouse pmt sumthin U 4give think u shldxxxx,0
Try neva mate,0
Yeah thatd pretty much best case scenario,0
free today haf 2 pick parents tonite,0
HEY BABE FAR 2 SPUNOUT 2 SPK DA MO DEAD 2 DA WRLD SLEEPING DA SOFA DAY COOL NYTHO TX 4 FONIN HON CALL 2MWEN IM BK FRMCLOUD 9 J X,0
send naughty pix,0
£1000 winner Guaranteed Caller Prize Final attempt contact Claim Call 09071517866 150ppmPOBox10183BhamB64XE,1
Xmas New Years Eve tickets sale club day 10am till 8pm Thurs Fri Sat night week Theyre selling fast,1
Tyler getting 8th leave long 9 get like hour,0
Prepare pounded every night,0
Actually mobile full msg work online need send ltgt sent msg wil explain u later,0
Sorry Ill call later,0
Good evening,0
Im home Please call,0
Oic cos n sis got lunch today dad went dunno whether 2 eat sch wat,0
Mmmmm sooooo good wake words morning Love Mmmm fuck love Lion devouring kiss across sea,0
pleased inform application Airtel Broadband processed successfully installation happen within 3 days,0
happen dear silent tensed,0
Ill get 3 unless guys want come time sooner,0
coughing nothing,0
Ü come lt 25 n pass lar,0
Im e person whos e sms survey,0
Lol ok ill try send warned Sprint dead slow Youll prolly get tomorrow,0
Thank meet monday,0
TH GOWER MATE R U MAN GOOD WALES ILL B BACK MORROW C U WK MSG 4  RANDOM,0
Rock yr chik Get 100s filthy films XXX pics yr phone rply FILTH 69669 Saristar Ltd E14 9YT 08701752560 450p per 5 days Stop2 cancel,1
Single line big meaning Miss anything 4 ur Best Life dont miss ur best life anything Gud nyt,0
got like ltgt get later though Get whatever feel like,0
Dad wanted talk apartment got late start omw,0
love,0
Lol u still feeling sick,0
Din tell u jus 420,0
eyes philosophy,0
next month get upto 50 Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3net 1st4Terms PoBox84 M26 3UZ Cost £150 min MobcudB,1
Ok lor Im town lei,0
alreadysabarish asked go,0
da Vijay going talk jaya tv,0
URGENT trying contact U Todays draw shows £800 prize GUARANTEED Call 09050000460 land line Claim J89 po box245c2150pm,1
Lol know Hey someone great inpersonation flea forums love,0
Text BANNEDUK 89555 see cost 150p textoperator g696ga 18 XXX,1
Still chance search hard get itlet try,0
Auction round 4 highest bid £54 Next maximum bid £71 bid send BIDS e g 10 bid £10 83383 Good luck,1
always celebrate NYs family,0
know TAJ MAHAL symbol love lesser known facts 1 Mumtaz Shahjahans 4th wife 7 wifes 2 Shahjahan killed Mumtazs husband marry 3 Mumtaz died ltgt th delivery 4 married Mumtazs sister Question arises Hell LOVE Great Hari,0
okcome home vl nice meet v chat,0
Collect VALENTINES weekend PARIS inc Flight Hotel £200 Prize guaranteed Text PARIS 69101 wwwrtfsphostingcom,1
Sent de webadres geting salary slip,0
Shes fine Sends greetings,0
Customer Loyalty OfferThe NEW Nokia6650 Mobile £10 TXTAUCTION Txt word START 81151 get 4TCtxt TC 150pMTmsg,1
dint touch,0
Yup leaving right back soon,0
wont believe true Incredible Txts Reply G learn truly amazing things blow mind O2FWD 18ptxt,1
Yeah sure Ill leave min,0
